Operator Number,Operator Name,Location,Leases
569029,"MILLER, W. C. OPERATING COMPANY","San Antonio, TX 78209",
570653,MITCHELL ENERGY COMPANY L.P.,"Spring, TX 77387",
570655,MITCHELL ENERGY CORPORATION,"Houston, TX 77002",
572760,"MOBPAR, INC.","Houston, TX 77219",
573715,MOJAC ENERGY CORP.,"Houston, TX 77056",
577485,MONTERREY PETROLEUM CORP.,"Lewisville, TX 75067",
580920,"MOORE MCCORMACK PRODUCTION, INC.","Dallas, TX 75231",
518895,"MSR EXPLORATION, INC.","Winters, TX 79567",
593920,MURCHISON OIL & GAS INC,"Plano, TX 75024",
596720,MUSSELMAN PETROLEUM & LAND CO.,"Austin, TX 78746",
596880,MUSTANG ENERGY INC.,"Porter, TX 77365",
596920,"MUSTANG EXPLORATION CO., INC.","Louise, TX 77455",
599319,NANCE ENGINEERING INC.,"Houston, TX 77058",
603453,"NELMS, FRANK C. INC.","Houston, TX 77256",
604592,NELSON & WADDELL,"Seguin, TX 78155",
604689,NEOSTAR ENERGY CO.,"Crossville, TN 38572",
606055,"NEW CENTURY EXPLORATION, INC.","Spring, TX 77379",9
606617,NEWFIELD EXPLORATION COMPANY,"The Woodlands, TX 77380",
616819,NUTEK OIL INC,"San Antonio, TX 78254",
617101,"OAK ENERGY, LLC","Houston, TX 77027",
617483,"OASIS PETROLEUM, LLC","Sealy, TX 77474",
617546,OBLAEN RESOURCES LLC,"Wallis, TX 77485",3
618945,OFT INC.,"Houston, TX 77079",
618950,"OG CO., INC.","Houston, TX 77057",
620180,"OIL & GAS INVESTMENTS, INC.","Houston, TX 77292",
620839,OIL TRUST PRODUCTION CO.,"Houston, TX 77008",
796980,SMYTH OIL CORPORATION,"Houston, TX 77002",
801639,SONAT EXPLORATION CO. - HOUSTON,"Houston, TX 77251",
803290,SOUTHEASTERN PIPE LINE COMPANY,"Tyler, TX 75711",
805318,SOUTHERN RESOURCE COMPANY,"Corpus Chrsti, TX 78404",
809500,SPERRY-MAC OIL CO.,"Dallas, TX 75231",
740860,SPG OPERATING COMPANY,"Houston, TX 77036",
809800,"SPIKE DRILLING & OPERATING, LLC","Houston, TX 77019",
100373,Stealth Onsite Solutions LLC,"Pasadena, TX 77505",
823792,STONEHAM OIL COMPANY,"Houston, TX 77002",
828352,"SUE-ANN OPERATING, L.C.","Victoria, TX 77903",102
828329,SUE-ANN PRODUCTION COMPANY,"Victoria, TX 77903",
829215,SUMMIT OIL CO.,"Sugar Land, TX 77487",
