api,well,operator,application_type,drill_type,submitted,approved
42-357-33773,COURSON WERMSKE 89 A C001CN,MEWBOURNE OIL COMPANY,New Drill,Horizontal,2025-01-14,2025-01-17
42-357-33772,COURSON SHIELDKNIGHT 101 C001NC,MEWBOURNE OIL COMPANY,New Drill,Horizontal,2025-01-13,2025-01-16
42-357-33763,BOZEMAN 1,"TEXAKOMA E & P, LLC",New Drill,Vertical,2025-01-02,2025-01-02
42-357-33771,ROY LINN 580 C002PB,MEWBOURNE OIL COMPANY,New Drill,Horizontal,2024-10-08,2024-10-09
42-357-32430,WITTLER 1,"BRACKEN OPERATING, L.L.C.",Recompletion,Vertical,2024-09-19,2024-09-20
42-357-31718,MILDRED M. HUTCHINSON ET AL 2135,"H & L EXPLORATION COMPANY, LLC",Re-Enter,Vertical,2024-09-12,2024-09-17
42-357-33770,AUZZIE 2H,"H & L EXPLORATION COMPANY, LLC",New Drill,Horizontal,2024-09-12,2024-09-13
42-357-33760,PETERSON J 4,J-BREX COMPANY,New Drill,Vertical,2024-08-08,2024-08-15
42-357-33769,RANCH 'A' 11,"COURSON OIL & GAS, INC.",New Drill,Vertical,2024-06-26,2024-06-28
42-357-33768,JINES 660 1,"COURSON OIL & GAS, INC.",New Drill,Vertical,2024-06-20,2024-06-26
42-357-33766,BAGLEY 16 C001CN,MEWBOURNE OIL COMPANY,New Drill,Horizontal,2024-04-18,2024-04-22
42-357-33759,COURSON RANCH 4575,"COURSON OIL & GAS, INC.",New Drill,Vertical,2024-04-04,2024-05-03
42-357-33765,GARCIA-SCHUMANN 142/4 A C001AN,MEWBOURNE OIL COMPANY,New Drill,Horizontal,2024-04-03,2024-04-05
42-357-33754,RANCH 'A' 9574,"COURSON OIL & GAS, INC.",New Drill,Vertical,2024-03-21,2024-03-21
42-357-32690,CLEM 'A' 1,"H & L EXPLORATION COMPANY, LLC",Recompletion,Vertical,2024-03-07,2024-03-12
42-357-33764,EDNA HERNDON C 568 C001NC,MEWBOURNE OIL COMPANY,New Drill,Horizontal,2024-02-16,2024-02-22
42-357-32519,KENT 5570,"COURSON OIL & GAS, INC.",Recompletion,Vertical,2024-02-06,2024-02-09
42-357-33763,BOZEMAN 1,"TEXAKOMA E & P, LLC",New Drill,Vertical,2024-01-26,2024-01-30
42-357-33762,BUSCH 3H,"HADAWAY CONSULT AND ENGINEER,LLC",New Drill,Horizontal,2024-01-18,2024-01-23
